"yr","naics_code","employee_size","revenue_category","number_of_biz"
"2019","337","12","11","0"
"2019","337","12","12","0"
"2019","337","12","13","0"
"2019","337","12","88","5"
"2019","337","88","0","14"
"2019","337","88","1","0"
"2019","337","88","2","20"
"2019","337","88","3","123"
"2019","337","88","4","344"
"2019","337","88","5","1103"
"2019","337","88","6","105"
"2019","337","88","7","27"
"2019","337","88","8","19"
"2019","337","88","9","8"
"2019","337","88","10","3"
"2019","337","88","11","0"
"2019","337","88","12","0"
"2019","337","88","13","0"
"2019","337","88","88","1766"
"2019","339","1","0","8"
"2019","339","1","1","58"
"2019","339","1","2","216"
"2019","339","1","3","1520"
"2019","339","1","4","239"
"2019","339","1","5","13"
"2019","339","1","6","0"
"2019","339","1","7","0"
"2019","339","1","8","0"
"2019","339","1","9","0"
"2019","339","1","10","0"
"2019","339","1","11","0"
"2019","339","1","12","0"
"2019","339","1","13","0"
"2019","339","1","88","2054"
"2019","339","2","0","24"
"2019","339","2","1","0"
"2019","339","2","2","1"
"2019","339","2","3","71"
"2019","339","2","4","887"
"2019","339","2","5","996"
"2019","339","2","6","0"
"2019","339","2","7","0"
"2019","339","2","8","0"
"2019","339","2","9","0"
"2019","339","2","10","0"
"2019","339","2","11","0"
"2019","339","2","12","0"
"2019","339","2","13","0"
"2019","339","2","88","1979"
"2019","339","3","0","59"
"2019","339","3","1","0"
"2019","339","3","2","0"
"2019","339","3","3","10"
"2019","339","3","4","12"
"2019","339","3","5","3248"
"2019","339","3","6","49"
"2019","339","3","7","0"
"2019","339","3","8","0"
"2019","339","3","9","0"
"2019","339","3","10","0"
"2019","339","3","11","0"
"2019","339","3","12","0"
"2019","339","3","13","0"
"2019","339","3","88","3378"
"2019","339","4","0","6"
"2019","339","4","1","0"
"2019","339","4","2","0"
"2019","339","4","3","0"
"2019","339","4","4","2"
"2019","339","4","5","17"
"2019","339","4","6","81"
"2019","339","4","7","58"
"2019","339","4","8","5"
"2019","339","4","9","0"
"2019","339","4","10","0"
"2019","339","4","11","0"
"2019","339","4","12","0"
"2019","339","4","13","0"
"2019","339","4","88","169"
"2019","339","5","0","0"
"2019","339","5","1","0"
"2019","339","5","2","0"
"2019","339","5","3","0"
"2019","339","5","4","0"
"2019","339","5","5","2"
"2019","339","5","6","2"
"2019","339","5","7","30"
"2019","339","5","8","33"
"2019","339","5","9","3"
"2019","339","5","10","0"
"2019","339","5","11","0"
"2019","339","5","12","0"
"2019","339","5","13","0"
"2019","339","5","88","70"
"2019","339","6","0","2"
"2019","339","6","1","0"
"2019","339","6","2","0"
"2019","339","6","3","0"
"2019","339","6","4","0"
"2019","339","6","5","0"
"2019","339","6","6","1"
"2019","339","6","7","0"
"2019","339","6","8","14"
"2019","339","6","9","28"
"2019","339","6","10","0"
"2019","339","6","11","0"
"2019","339","6","12","0"
"2019","339","6","13","0"
"2019","339","6","88","45"
"2019","339","7","0","4"
"2019","339","7","1","0"
"2019","339","7","2","0"
"2019","339","7","3","0"
"2019","339","7","4","0"
"2019","339","7","5","0"
"2019","339","7","6","0"
"2019","339","7","7","0"
"2019","339","7","8","0"
"2019","339","7","9","3"
"2019","339","7","10","3"
"2019","339","7","11","0"
"2019","339","7","12","0"
"2019","339","7","13","0"
"2019","339","7","88","10"
"2019","339","8","0","0"
"2019","339","8","1","0"
"2019","339","8","2","0"
"2019","339","8","3","0"
"2019","339","8","4","0"
"2019","339","8","5","0"
"2019","339","8","6","0"
"2019","339","8","7","0"
"2019","339","8","8","0"
"2019","339","8","9","0"
"2019","339","8","10","0"
"2019","339","8","11","0"
"2019","339","8","12","0"
"2019","339","8","13","0"
"2019","339","8","88","0"
"2019","339","9","0","0"
"2019","339","9","1","0"
"2019","339","9","2","0"
"2019","339","9","3","0"
"2019","339","9","4","0"
"2019","339","9","5","0"
"2019","339","9","6","0"
"2019","339","9","7","0"
"2019","339","9","8","0"
"2019","339","9","9","0"
"2019","339","9","10","0"
"2019","339","9","11","0"
"2019","339","9","12","0"
"2019","339","9","13","0"
"2019","339","9","88","0"
"2019","339","10","0","0"
"2019","339","10","1","0"
"2019","339","10","2","0"
"2019","339","10","3","0"
"2019","339","10","4","0"
"2019","339","10","5","0"
"2019","339","10","6","0"
"2019","339","10","7","0"
"2019","339","10","8","0"
"2019","339","10","9","0"
"2019","339","10","10","0"
"2019","339","10","11","0"
"2019","339","10","12","0"
"2019","339","10","13","0"
"2019","339","10","88","0"
"2019","339","11","0","0"
"2019","339","11","1","0"
"2019","339","11","2","0"
"2019","339","11","3","0"
"2019","339","11","4","0"
"2019","339","11","5","0"
"2019","339","11","6","0"
"2019","339","11","7","0"
"2019","339","11","8","0"
"2019","339","11","9","0"
"2019","339","11","10","0"
"2019","339","11","11","0"
"2019","339","11","12","0"
"2019","339","11","13","0"
"2019","339","11","88","0"
"2019","339","12","0","13"
"2019","339","12","1","0"
"2019","339","12","2","0"
"2019","339","12","3","0"
"2019","339","12","4","0"
"2019","339","12","5","0"
"2019","339","12","6","0"
"2019","339","12","7","0"
"2019","339","12","8","0"
"2019","339","12","9","0"
"2019","339","12","10","0"
"2019","339","12","11","0"
"2019","339","12","12","0"
"2019","339","12","13","0"
"2019","339","12","88","13"
"2019","339","88","0","116"
"2019","339","88","1","58"
"2019","339","88","2","217"
"2019","339","88","3","1601"
"2019","339","88","4","1140"
"2019","339","88","5","4276"
"2019","339","88","6","133"
"2019","339","88","7","88"
"2019","339","88","8","52"
"2019","339","88","9","34"
"2019","339","88","10","3"
"2019","339","88","11","0"
"2019","339","88","12","0"
"2019","339","88","13","0"
"2019","339","88","88","7718"
"2019","All","1","0","66"
"2019","All","1","1","192"
"2019","All","1","2","935"
"2019","All","1","3","5530"
"2019","All","1","4","3929"
"2019","All","1","5","1192"
"2019","All","1","6","148"
"2019","All","1","7","37"
"2019","All","1","8","14"
"2019","All","1","9","17"
"2019","All","1","10","3"
"2019","All","1","11","0"
"2019","All","1","12","0"
"2019","All","1","13","0"
"2019","All","1","88","12063"
"2019","All","2","0","77"
"2019","All","2","1","0"
"2019","All","2","2","1"
"2019","All","2","3","618"
"2019","All","2","4","1652"
"2019","All","2","5","5033"
"2019","All","2","6","526"
"2019","All","2","7","263"
"2019","All","2","8","44"
"2019","All","2","9","68"
"2019","All","2","10","130"
"2019","All","2","11","0"
"2019","All","2","12","0"
"2019","All","2","13","0"
"2019","All","2","88","8412"
"2019","All","3","0","123"
"2019","All","3","1","0"
"2019","All","3","2","0"
"2019","All","3","3","11"
"2019","All","3","4","111"
"2019","All","3","5","4355"
"2019","All","3","6","1920"
"2019","All","3","7","502"
"2019","All","3","8","215"
"2019","All","3","9","28"
"2019","All","3","10","1114"
"2019","All","3","11","50"
"2019","All","3","12","0"
"2019","All","3","13","0"
"2019","All","3","88","8429"
"2019","All","4","0","63"
"2019","All","4","1","0"
"2019","All","4","2","0"
"2019","All","4","3","0"
"2019","All","4","4","3"
"2019","All","4","5","61"
"2019","All","4","6","515"
"2019","All","4","7","1115"
"2019","All","4","8","458"
"2019","All","4","9","502"
"2019","All","4","10","37"
"2019","All","4","11","19"
"2019","All","4","12","0"
"2019","All","4","13","0"
"2019","All","4","88","2773"
"2019","All","5","0","39"
"2019","All","5","1","0"
"2019","All","5","2","0"
"2019","All","5","3","0"
"2019","All","5","4","0"
"2019","All","5","5","2"
"2019","All","5","6","15"
"2019","All","5","7","83"
"2019","All","5","8","318"
"2019","All","5","9","172"
"2019","All","5","10","81"
"2019","All","5","11","26"
"2019","All","5","12","4"
"2019","All","5","13","0"
"2019","All","5","88","740"
"2019","All","6","0","51"
"2019","All","6","1","0"
"2019","All","6","2","0"
"2019","All","6","3","0"
"2019","All","6","4","1"
"2019","All","6","5","0"
"2019","All","6","6","1"
"2019","All","6","7","5"
"2019","All","6","8","46"
"2019","All","6","9","190"
"2019","All","6","10","99"
"2019","All","6","11","69"
"2019","All","6","12","3"
"2019","All","6","13","25"
"2019","All","6","88","490"
"2019","All","7","0","20"
"2019","All","7","1","0"
"2019","All","7","2","0"
"2019","All","7","3","0"
"2019","All","7","4","0"
"2019","All","7","5","0"
"2019","All","7","6","0"
"2019","All","7","7","0"
"2019","All","7","8","0"
"2019","All","7","9","9"
"2019","All","7","10","40"
"2019","All","7","11","28"
"2019","All","7","12","0"
"2019","All","7","13","8"
"2019","All","7","88","105"
"2019","All","8","0","12"
"2019","All","8","1","0"
"2019","All","8","2","0"
"2019","All","8","3","0"
"2019","All","8","4","0"
"2019","All","8","5","0"
"2019","All","8","6","0"
"2019","All","8","7","0"
"2019","All","8","8","0"
"2019","All","8","9","0"
"2019","All","8","10","2"
"2019","All","8","11","15"
"2019","All","8","12","2"
"2019","All","8","13","3"
"2019","All","8","88","34"
"2019","All","9","0","8"
"2019","All","9","1","0"
"2019","All","9","2","0"
"2019","All","9","3","0"
"2019","All","9","4","0"
"2019","All","9","5","0"
"2019","All","9","6","0"
"2019","All","9","7","0"
"2019","All","9","8","0"
"2019","All","9","9","0"
"2019","All","9","10","1"
"2019","All","9","11","4"
"2019","All","9","12","5"
"2019","All","9","13","7"
"2019","All","9","88","25"
"2019","All","10","0","0"
"2019","All","10","1","0"
"2019","All","10","2","0"
"2019","All","10","3","0"
"2019","All","10","4","0"
"2019","All","10","5","0"
"2019","All","10","6","0"
"2019","All","10","7","0"
"2019","All","10","8","0"
"2019","All","10","9","0"
"2019","All","10","10","0"
"2019","All","10","11","0"
"2019","All","10","12","0"
"2019","All","10","13","1"
"2019","All","10","88","1"
"2019","All","11","0","0"
"2019","All","11","1","0"
"2019","All","11","2","0"
"2019","All","11","3","0"
"2019","All","11","4","0"
"2019","All","11","5","0"
"2019","All","11","6","0"
"2019","All","11","7","0"
"2019","All","11","8","0"
"2019","All","11","9","0"
"2019","All","11","10","0"
"2019","All","11","11","0"
"2019","All","11","12","0"
"2019","All","11","13","0"
"2019","All","11","88","0"
"2019","All","12","0","53"
"2019","All","12","1","0"
"2019","All","12","2","0"
"2019","All","12","3","0"
"2019","All","12","4","0"
"2019","All","12","5","0"
"2019","All","12","6","0"
"2019","All","12","7","0"
"2019","All","12","8","0"
"2019","All","12","9","0"
"2019","All","12","10","0"
"2019","All","12","11","0"
"2019","All","12","12","0"
"2019","All","12","13","0"
"2019","All","12","88","53"
"2019","All","88","0","512"
"2019","All","88","1","192"
"2019","All","88","2","936"
"2019","All","88","3","6159"
"2019","All","88","4","5696"
"2019","All","88","5","10643"
"2019","All","88","6","3125"
"2019","All","88","7","2005"
"2019","All","88","8","1095"
"2019","All","88","9","986"
"2019","All","88","10","1507"
"2019","All","88","11","211"
"2019","All","88","12","14"
"2019","All","88","13","44"
"2019","All","88","88","33125"
"2020","311","1","0","6"
"2020","311","1","1","76"
"2020","311","1","2","254"
"2020","311","1","3","2256"
"2020","311","1","4","172"
"2020","311","1","5","76"
"2020","311","1","6","34"
"2020","311","1","7","3"
"2020","311","1","8","0"
"2020","311","1","9","0"
"2020","311","1","10","0"
"2020","311","1","11","0"
"2020","311","1","12","0"
"2020","311","1","13","0"
"2020","311","1","88","2877"
"2020","311","2","0","0"
"2020","311","2","1","0"
"2020","311","2","2","0"
"2020","311","2","3","337"
"2020","311","2","4","82"
"2020","311","2","5","135"
"2020","311","2","6","53"
"2020","311","2","7","22"
"2020","311","2","8","1"
"2020","311","2","9","0"
"2020","311","2","10","0"
"2020","311","2","11","0"
"2020","311","2","12","0"
"2020","311","2","13","0"
"2020","311","2","88","630"
"2020","311","3","0","0"
"2020","311","3","1","1"
"2020","311","3","2","0"
"2020","311","3","3","0"
"2020","311","3","4","62"
"2020","311","3","5","9"
"2020","311","3","6","30"
"2020","311","3","7","32"
"2020","311","3","8","8"
"2020","311","3","9","4"
"2020","311","3","10","0"
"2020","311","3","11","0"
"2020","311","3","12","0"
"2020","311","3","13","0"
"2020","311","3","88","146"
"2020","311","4","0","0"
"2020","311","4","1","2"
"2020","311","4","2","0"
"2020","311","4","3","0"
"2020","311","4","4","0"
"2020","311","4","5","16"
"2020","311","4","6","1"
"2020","311","4","7","42"
"2020","311","4","8","23"
"2020","311","4","9","19"
"2020","311","4","10","2"
"2020","311","4","11","0"
"2020","311","4","12","0"
"2020","311","4","13","0"
"2020","311","4","88","105"
"2020","311","5","0","0"
"2020","311","5","1","0"
"2020","311","5","2","0"
"2020","311","5","3","0"
"2020","311","5","4","0"
"2020","311","5","5","0"
"2020","311","5","6","2"
"2020","311","5","7","0"
"2020","311","5","8","7"
"2020","311","5","9","13"
"2020","311","5","10","5"
"2020","311","5","11","3"
"2020","311","5","12","0"
"2020","311","5","13","0"
"2020","311","5","88","30"
"2020","311","6","0","0"
"2020","311","6","1","1"
"2020","311","6","2","0"
"2020","311","6","3","0"
"2020","311","6","4","0"
"2020","311","6","5","0"
"2020","311","6","6","0"
"2020","311","6","7","1"
"2020","311","6","8","3"
"2020","311","6","9","5"
"2020","311","6","10","3"
"2020","311","6","11","4"
"2020","311","6","12","0"
"2020","311","6","13","0"
"2020","311","6","88","17"
"2020","311","7","0","0"
"2020","311","7","1","0"
"2020","311","7","2","0"
"2020","311","7","3","0"
"2020","311","7","4","0"
"2020","311","7","5","0"
"2020","311","7","6","0"
"2020","311","7","7","0"
"2020","311","7","8","0"
"2020","311","7","9","1"
"2020","311","7","10","1"
"2020","311","7","11","4"
"2020","311","7","12","0"
"2020","311","7","13","0"
"2020","311","7","88","6"
"2020","311","8","0","0"
"2020","311","8","1","1"
"2020","311","8","2","0"
"2020","311","8","3","0"
"2020","311","8","4","0"
"2020","311","8","5","0"
"2020","311","8","6","0"
"2020","311","8","7","0"
"2020","311","8","8","0"
"2020","311","8","9","0"
"2020","311","8","10","0"
"2020","311","8","11","1"
"2020","311","8","12","0"
"2020","311","8","13","0"
"2020","311","8","88","2"
"2020","311","9","0","0"
"2020","311","9","1","0"
"2020","311","9","2","0"
"2020","311","9","3","0"
"2020","311","9","4","0"
"2020","311","9","5","0"
"2020","311","9","6","0"
"2020","311","9","7","0"
"2020","311","9","8","0"
"2020","311","9","9","0"
"2020","311","9","10","1"
"2020","311","9","11","1"
"2020","311","9","12","0"
"2020","311","9","13","0"
"2020","311","9","88","2"
"2020","311","10","0","0"
"2020","311","10","1","0"
"2020","311","10","2","0"
"2020","311","10","3","0"
"2020","311","10","4","0"
"2020","311","10","5","0"
"2020","311","10","6","0"
"2020","311","10","7","0"
"2020","311","10","8","0"
"2020","311","10","9","0"
"2020","311","10","10","0"
"2020","311","10","11","0"
"2020","311","10","12","0"
"2020","311","10","13","1"
"2020","311","10","88","1"
"2020","311","11","0","0"
"2020","311","11","1","0"
"2020","311","11","2","0"
"2020","311","11","3","0"
"2020","311","11","4","0"
"2020","311","11","5","0"
"2020","311","11","6","0"
"2020","311","11","7","0"
"2020","311","11","8","0"
"2020","311","11","9","0"
"2020","311","11","10","0"
"2020","311","11","11","0"
"2020","311","11","12","0"
"2020","311","11","13","0"
"2020","311","11","88","0"
"2020","311","12","0","4"
"2020","311","12","1","0"
"2020","311","12","2","0"
"2020","311","12","3","0"
"2020","311","12","4","0"
"2020","311","12","5","0"
"2020","311","12","6","0"
"2020","311","12","7","0"
"2020","311","12","8","0"
"2020","311","12","9","0"
"2020","311","12","10","0"
"2020","311","12","11","0"
"2020","311","12","12","0"
"2020","311","12","13","0"
"2020","311","12","88","4"
"2020","311","88","0","10"
"2020","311","88","1","81"
"2020","311","88","2","254"
"2020","311","88","3","2593"
"2020","311","88","4","316"
"2020","311","88","5","236"
"2020","311","88","6","120"
"2020","311","88","7","100"
"2020","311","88","8","42"
"2020","311","88","9","42"
"2020","311","88","10","12"
"2020","311","88","11","13"
"2020","311","88","12","0"
"2020","311","88","13","1"
"2020","311","88","88","3820"
"2020","312","1","0","2"
"2020","312","1","1","0"
"2020","312","1","2","0"
"2020","312","1","3","5"
"2020","312","1","4","20"
"2020","312","1","5","64"
"2020","312","1","6","39"
"2020","312","1","7","0"
"2020","312","1","8","0"
"2020","312","1","9","0"
"2020","312","1","10","0"
"2020","312","1","11","0"
"2020","312","1","12","0"
"2020","312","1","13","0"
"2020","312","1","88","130"
"2020","312","2","0","1"
"2020","312","2","1","0"
"2020","312","2","2","0"
"2020","312","2","3","0"
"2020","312","2","4","0"
"2020","312","2","5","102"
"2020","312","2","6","16"
"2020","312","2","7","42"
"2020","312","2","8","3"
"2020","312","2","9","0"
"2020","312","2","10","0"
"2020","312","2","11","0"
"2020","312","2","12","0"
"2020","312","2","13","0"
"2020","312","2","88","164"
"2020","312","3","0","0"
"2020","312","3","1","0"
"2020","312","3","2","0"
"2020","312","3","3","0"
"2020","312","3","4","0"
"2020","312","3","5","2"
"2020","312","3","6","13"
"2020","312","3","7","7"
"2020","312","3","8","3"
"2020","312","3","9","0"
"2020","312","3","10","0"
"2020","312","3","11","0"
"2020","312","3","12","0"
"2020","312","3","13","0"
"2020","312","3","88","25"
"2020","312","4","0","2"
"2020","312","4","1","0"
"2020","312","4","2","0"
"2020","312","4","3","0"
"2020","312","4","4","0"
"2020","312","4","5","0"
"2020","312","4","6","0"
"2020","312","4","7","9"
"2020","312","4","8","33"
"2020","312","4","9","190"
"2020","312","4","10","0"
"2020","312","4","11","0"
"2020","312","4","12","0"
"2020","312","4","13","0"
"2020","312","4","88","234"
"2020","312","5","0","0"
"2020","312","5","1","0"
"2020","312","5","2","0"
"2020","312","5","3","0"
"2020","312","5","4","0"
"2020","312","5","5","0"
"2020","312","5","6","0"
"2020","312","5","7","0"
"2020","312","5","8","1"
"2020","312","5","9","4"
"2020","312","5","10","9"
"2020","312","5","11","0"
"2020","312","5","12","0"
"2020","312","5","13","0"
"2020","312","5","88","14"
"2020","312","6","0","0"
"2020","312","6","1","0"
"2020","312","6","2","0"
"2020","312","6","3","0"
"2020","312","6","4","0"
"2020","312","6","5","0"
"2020","312","6","6","0"
"2020","312","6","7","0"
"2020","312","6","8","0"
"2020","312","6","9","2"
"2020","312","6","10","1"
"2020","312","6","11","0"
"2020","312","6","12","0"
"2020","312","6","13","0"
"2020","312","6","88","3"
"2020","312","7","0","0"
"2020","312","7","1","0"
"2020","312","7","2","0"
"2020","312","7","3","0"
"2020","312","7","4","0"
"2020","312","7","5","0"
"2020","312","7","6","0"
"2020","312","7","7","0"
"2020","312","7","8","0"
"2020","312","7","9","0"
"2020","312","7","10","0"
"2020","312","7","11","1"
"2020","312","7","12","0"
"2020","312","7","13","0"
"2020","312","7","88","1"
"2020","312","8","0","0"
"2020","312","8","1","0"
"2020","312","8","2","0"
"2020","312","8","3","0"
"2020","312","8","4","0"
"2020","312","8","5","0"
"2020","312","8","6","0"
"2020","312","8","7","0"
"2020","312","8","8","0"
"2020","312","8","9","0"
"2020","312","8","10","0"
"2020","312","8","11","0"
"2020","312","8","12","1"
"2020","312","8","13","0"
"2020","312","8","88","1"
"2020","312","9","0","0"
"2020","312","9","1","0"
"2020","312","9","2","0"
"2020","312","9","3","0"
"2020","312","9","4","0"
"2020","312","9","5","0"
"2020","312","9","6","0"
"2020","312","9","7","0"
"2020","312","9","8","0"
"2020","312","9","9","0"
"2020","312","9","10","0"
"2020","312","9","11","0"
"2020","312","9","12","0"
"2020","312","9","13","0"
"2020","312","9","88","0"
"2020","312","10","0","0"
"2020","312","10","1","0"
"2020","312","10","2","0"
"2020","312","10","3","0"
"2020","312","10","4","0"
"2020","312","10","5","0"
"2020","312","10","6","0"
"2020","312","10","7","0"
"2020","312","10","8","0"
"2020","312","10","9","0"
"2020","312","10","10","0"
"2020","312","10","11","0"
"2020","312","10","12","0"
"2020","312","10","13","0"
"2020","312","10","88","0"
"2020","312","11","0","0"
"2020","312","11","1","0"
"2020","312","11","2","0"
"2020","312","11","3","0"
"2020","312","11","4","0"
"2020","312","11","5","0"
"2020","312","11","6","0"
"2020","312","11","7","0"
"2020","312","11","8","0"
"2020","312","11","9","0"
"2020","312","11","10","0"
"2020","312","11","11","0"
"2020","312","11","12","0"
"2020","312","11","13","0"
"2020","312","11","88","0"
"2020","312","12","0","0"
"2020","312","12","1","0"
"2020","312","12","2","0"
"2020","312","12","3","0"
"2020","312","12","4","0"
"2020","312","12","5","0"
"2020","312","12","6","0"
"2020","312","12","7","0"
"2020","312","12","8","0"
"2020","312","12","9","0"
"2020","312","12","10","0"
"2020","312","12","11","0"
"2020","312","12","12","0"
"2020","312","12","13","0"
"2020","312","12","88","0"
"2020","312","88","0","5"
"2020","312","88","1","0"
"2020","312","88","2","0"
"2020","312","88","3","5"
"2020","312","88","4","20"
"2020","312","88","5","168"
"2020","312","88","6","68"
"2020","312","88","7","58"
"2020","312","88","8","40"
"2020","312","88","9","196"
"2020","312","88","10","10"
"2020","312","88","11","1"
"2020","312","88","12","1"
"2020","312","88","13","0"
"2020","312","88","88","572"
"2020","313","1","0","0"
"2020","313","1","1","1"
"2020","313","1","2","15"
"2020","313","1","3","11"
"2020","313","1","4","15"
"2020","313","1","5","4"
"2020","313","1","6","9"
"2020","313","1","7","0"
"2020","313","1","8","0"
"2020","313","1","9","0"
"2020","313","1","10","0"
"2020","313","1","11","0"
"2020","313","1","12","0"
"2020","313","1","13","0"
"2020","313","1","88","55"
"2020","313","2","0","0"
"2020","313","2","1","0"
"2020","313","2","2","0"
"2020","313","2","3","3"
"2020","313","2","4","4"
"2020","313","2","5","16"
"2020","313","2","6","2"
"2020","313","2","7","15"
"2020","313","2","8","0"
"2020","313","2","9","0"
"2020","313","2","10","0"
"2020","313","2","11","0"
"2020","313","2","12","0"
"2020","313","2","13","0"
"2020","313","2","88","40"
"2020","313","3","0","0"
"2020","313","3","1","0"
"2020","313","3","2","0"
"2020","313","3","3","0"
"2020","313","3","4","1"
"2020","313","3","5","21"
"2020","313","3","6","1"
"2020","313","3","7","3"
"2020","313","3","8","2"
"2020","313","3","9","0"
"2020","313","3","10","0"
"2020","313","3","11","0"
"2020","313","3","12","0"
"2020","313","3","13","0"
"2020","313","3","88","28"
"2020","313","4","0","0"
"2020","313","4","1","0"
"2020","313","4","2","0"
"2020","313","4","3","0"
"2020","313","4","4","0"
"2020","313","4","5","1"
"2020","313","4","6","2"
"2020","313","4","7","1"
"2020","313","4","8","1"
"2020","313","4","9","0"
"2020","313","4","10","0"
"2020","313","4","11","0"
"2020","313","4","12","0"
"2020","313","4","13","0"
"2020","313","4","88","5"
"2020","313","5","0","0"
"2020","313","5","1","0"
"2020","313","5","2","0"
"2020","313","5","3","0"
"2020","313","5","4","0"
"2020","313","5","5","0"
"2020","313","5","6","0"
"2020","313","5","7","3"
"2020","313","5","8","0"
"2020","313","5","9","2"
"2020","313","5","10","0"
"2020","313","5","11","0"
"2020","313","5","12","0"
"2020","313","5","13","0"
"2020","313","5","88","5"
"2020","313","6","0","0"
"2020","313","6","1","0"
"2020","313","6","2","0"
"2020","313","6","3","0"
"2020","313","6","4","0"
"2020","313","6","5","0"
"2020","313","6","6","0"
"2020","313","6","7","0"
"2020","313","6","8","0"
"2020","313","6","9","0"
"2020","313","6","10","0"
"2020","313","6","11","0"
"2020","313","6","12","0"
"2020","313","6","13","0"
"2020","313","6","88","0"
"2020","313","7","0","0"
"2020","313","7","1","0"
"2020","313","7","2","0"
"2020","313","7","3","0"
"2020","313","7","4","0"
"2020","313","7","5","0"
"2020","313","7","6","0"
"2020","313","7","7","0"
"2020","313","7","8","0"
"2020","313","7","9","0"
"2020","313","7","10","0"
"2020","313","7","11","0"
"2020","313","7","12","0"
"2020","313","7","13","0"
"2020","313","7","88","0"
"2020","313","8","0","0"
"2020","313","8","1","0"
"2020","313","8","2","0"
"2020","313","8","3","0"
"2020","313","8","4","0"
"2020","313","8","5","0"
"2020","313","8","6","0"
"2020","313","8","7","0"
"2020","313","8","8","0"
"2020","313","8","9","0"
"2020","313","8","10","0"
"2020","313","8","11","0"
"2020","313","8","12","0"
"2020","313","8","13","0"
"2020","313","8","88","0"
"2020","313","9","0","0"
"2020","313","9","1","0"
"2020","313","9","2","0"
"2020","313","9","3","0"
"2020","313","9","4","0"
"2020","313","9","5","0"
"2020","313","9","6","0"
"2020","313","9","7","0"
"2020","313","9","8","0"
"2020","313","9","9","0"
"2020","313","9","10","0"
"2020","313","9","11","0"
"2020","313","9","12","0"
"2020","313","9","13","0"
"2020","313","9","88","0"
"2020","313","10","0","0"
"2020","313","10","1","0"
"2020","313","10","2","0"
"2020","313","10","3","0"
"2020","313","10","4","0"
"2020","313","10","5","0"
"2020","313","10","6","0"
"2020","313","10","7","0"
"2020","313","10","8","0"
"2020","313","10","9","0"
"2020","313","10","10","0"
"2020","313","10","11","0"
"2020","313","10","12","0"
"2020","313","10","13","0"
"2020","313","10","88","0"
"2020","313","11","0","0"
"2020","313","11","1","0"
"2020","313","11","2","0"
"2020","313","11","3","0"
"2020","313","11","4","0"
"2020","313","11","5","0"
"2020","313","11","6","0"
"2020","313","11","7","0"
"2020","313","11","8","0"
"2020","313","11","9","0"
"2020","313","11","10","0"
"2020","313","11","11","0"
"2020","313","11","12","0"
"2020","313","11","13","0"
"2020","313","11","88","0"
"2020","313","12","0","0"
"2020","313","12","1","0"
"2020","313","12","2","0"
"2020","313","12","3","0"
"2020","313","12","4","0"
"2020","313","12","5","0"
"2020","313","12","6","0"
"2020","313","12","7","0"
"2020","313","12","8","0"
"2020","313","12","9","0"
"2020","313","12","10","0"
"2020","313","12","11","0"
"2020","313","12","12","0"
"2020","313","12","13","0"
"2020","313","12","88","0"
"2020","313","88","0","0"
"2020","313","88","1","1"
"2020","313","88","2","15"
"2020","313","88","3","14"
"2020","313","88","4","20"
"2020","313","88","5","42"
"2020","313","88","6","14"
"2020","313","88","7","22"
"2020","313","88","8","3"
"2020","313","88","9","2"
"2020","313","88","10","0"
"2020","313","88","11","0"
"2020","313","88","12","0"
"2020","313","88","13","0"
"2020","313","88","88","133"
"2020","314","1","0","3"
"2020","314","1","1","10"
"2020","314","1","2","32"
"2020","314","1","3","192"
"2020","314","1","4","318"
"2020","314","1","5","1"
"2020","314","1","6","0"
"2020","314","1","7","0"
"2020","314","1","8","0"
"2020","314","1","9","0"
"2020","314","1","10","0"
"2020","314","1","11","0"
"2020","314","1","12","0"
"2020","314","1","13","0"
"2020","314","1","88","556"
"2020","314","2","0","0"
"2020","314","2","1","0"
"2020","314","2","2","0"
"2020","314","2","3","6"
"2020","314","2","4","46"
"2020","314","2","5","23"
"2020","314","2","6","0"
"2020","314","2","7","0"
"2020","314","2","8","0"
"2020","314","2","9","0"
"2020","314","2","10","0"
"2020","314","2","11","0"
"2020","314","2","12","0"
"2020","314","2","13","0"
"2020","314","2","88","75"
"2020","314","3","0","0"
"2020","314","3","1","0"
"2020","314","3","2","0"
"2020","314","3","3","0"
"2020","314","3","4","1"
"2020","314","3","5","16"
"2020","314","3","6","9"
"2020","314","3","7","0"
"2020","314","3","8","0"
"2020","314","3","9","0"
"2020","314","3","10","0"
"2020","314","3","11","0"
"2020","314","3","12","0"
"2020","314","3","13","0"
"2020","314","3","88","26"
"2020","314","4","0","0"
"2020","314","4","1","0"
"2020","314","4","2","0"
"2020","314","4","3","0"
"2020","314","4","4","0"
"2020","314","4","5","4"
"2020","314","4","6","102"
"2020","314","4","7","1"
"2020","314","4","8","0"
"2020","314","4","9","0"
"2020","314","4","10","0"
"2020","314","4","11","0"
"2020","314","4","12","0"
"2020","314","4","13","0"
"2020","314","4","88","107"
"2020","314","5","0","0"
"2020","314","5","1","0"
"2020","314","5","2","0"
"2020","314","5","3","0"
"2020","314","5","4","0"
"2020","314","5","5","0"
"2020","314","5","6","1"
"2020","314","5","7","3"
"2020","314","5","8","1"
"2020","314","5","9","0"
"2020","314","5","10","0"
"2020","314","5","11","0"
"2020","314","5","12","0"
"2020","314","5","13","0"
"2020","314","5","88","5"
"2020","314","6","0","0"
"2020","314","6","1","0"
"2020","314","6","2","0"
