"yr","naics_code","employee_size","revenue_category","number_of_biz"
"2018","All","5","88","729"
"2018","All","6","0","53"
"2018","All","6","1","0"
"2018","All","6","2","0"
"2018","All","6","3","0"
"2018","All","6","4","0"
"2018","All","6","5","0"
"2018","All","6","6","0"
"2018","All","6","7","5"
"2018","All","6","8","45"
"2018","All","6","9","186"
"2018","All","6","10","93"
"2018","All","6","11","71"
"2018","All","6","12","3"
"2018","All","6","13","24"
"2018","All","6","88","480"
"2018","All","7","0","22"
"2018","All","7","1","0"
"2018","All","7","2","0"
"2018","All","7","3","0"
"2018","All","7","4","0"
"2018","All","7","5","0"
"2018","All","7","6","0"
"2018","All","7","7","0"
"2018","All","7","8","0"
"2018","All","7","9","9"
"2018","All","7","10","42"
"2018","All","7","11","28"
"2018","All","7","12","0"
"2018","All","7","13","7"
"2018","All","7","88","108"
"2018","All","8","0","13"
"2018","All","8","1","0"
"2018","All","8","2","0"
"2018","All","8","3","0"
"2018","All","8","4","0"
"2018","All","8","5","0"
"2018","All","8","6","0"
"2018","All","8","7","0"
"2018","All","8","8","0"
"2018","All","8","9","0"
"2018","All","8","10","3"
"2018","All","8","11","15"
"2018","All","8","12","2"
"2018","All","8","13","3"
"2018","All","8","88","36"
"2018","All","9","0","8"
"2018","All","9","1","0"
"2018","All","9","2","0"
"2018","All","9","3","0"
"2018","All","9","4","0"
"2018","All","9","5","0"
"2018","All","9","6","0"
"2018","All","9","7","0"
"2018","All","9","8","0"
"2018","All","9","9","0"
"2018","All","9","10","1"
"2018","All","9","11","3"
"2018","All","9","12","4"
"2018","All","9","13","6"
"2018","All","9","88","22"
"2018","All","10","0","0"
"2018","All","10","1","0"
"2018","All","10","2","0"
"2018","All","10","3","0"
"2018","All","10","4","0"
"2018","All","10","5","0"
"2018","All","10","6","0"
"2018","All","10","7","0"
"2018","All","10","8","0"
"2018","All","10","9","0"
"2018","All","10","10","0"
"2018","All","10","11","0"
"2018","All","10","12","0"
"2018","All","10","13","0"
"2018","All","10","88","0"
"2018","All","11","0","0"
"2018","All","11","1","0"
"2018","All","11","2","0"
"2018","All","11","3","0"
"2018","All","11","4","0"
"2018","All","11","5","0"
"2018","All","11","6","0"
"2018","All","11","7","0"
"2018","All","11","8","0"
"2018","All","11","9","0"
"2018","All","11","10","0"
"2018","All","11","11","0"
"2018","All","11","12","0"
"2018","All","11","13","0"
"2018","All","11","88","0"
"2018","All","12","0","78"
"2018","All","12","1","0"
"2018","All","12","2","0"
"2018","All","12","3","0"
"2018","All","12","4","0"
"2018","All","12","5","0"
"2018","All","12","6","0"
"2018","All","12","7","0"
"2018","All","12","8","0"
"2018","All","12","9","0"
"2018","All","12","10","0"
"2018","All","12","11","0"
"2018","All","12","12","0"
"2018","All","12","13","0"
"2018","All","12","88","78"
"2018","All","88","0","448"
"2018","All","88","1","188"
"2018","All","88","2","923"
"2018","All","88","3","5873"
"2018","All","88","4","5406"
"2018","All","88","5","10010"
"2018","All","88","6","2993"
"2018","All","88","7","1932"
"2018","All","88","8","1039"
"2018","All","88","9","938"
"2018","All","88","10","1434"
"2018","All","88","11","211"
"2018","All","88","12","13"
"2018","All","88","13","40"
"2018","All","88","88","31448"
"2019","311","1","0","14"
"2019","311","1","1","74"
"2019","311","1","2","245"
"2019","311","1","3","2205"
"2019","311","1","4","171"
"2019","311","1","5","80"
"2019","311","1","6","32"
"2019","311","1","7","3"
"2019","311","1","8","0"
"2019","311","1","9","0"
"2019","311","1","10","0"
"2019","311","1","11","0"
"2019","311","1","12","0"
"2019","311","1","13","0"
"2019","311","1","88","2824"
"2019","311","2","0","3"
"2019","311","2","1","0"
"2019","311","2","2","0"
"2019","311","2","3","367"
"2019","311","2","4","123"
"2019","311","2","5","136"
"2019","311","2","6","54"
"2019","311","2","7","24"
"2019","311","2","8","1"
"2019","311","2","9","0"
"2019","311","2","10","0"
"2019","311","2","11","0"
"2019","311","2","12","0"
"2019","311","2","13","0"
"2019","311","2","88","708"
"2019","311","3","0","2"
"2019","311","3","1","0"
"2019","311","3","2","0"
"2019","311","3","3","0"
"2019","311","3","4","61"
"2019","311","3","5","9"
"2019","311","3","6","30"
"2019","311","3","7","29"
"2019","311","3","8","8"
"2019","311","3","9","5"
"2019","311","3","10","0"
"2019","311","3","11","0"
"2019","311","3","12","0"
"2019","311","3","13","0"
"2019","311","3","88","144"
"2019","311","4","0","1"
"2019","311","4","1","0"
"2019","311","4","2","0"
"2019","311","4","3","0"
"2019","311","4","4","0"
"2019","311","4","5","20"
"2019","311","4","6","1"
"2019","311","4","7","42"
"2019","311","4","8","25"
"2019","311","4","9","20"
"2019","311","4","10","2"
"2019","311","4","11","0"
"2019","311","4","12","0"
"2019","311","4","13","0"
"2019","311","4","88","111"
"2019","311","5","0","0"
"2019","311","5","1","0"
"2019","311","5","2","0"
"2019","311","5","3","0"
"2019","311","5","4","0"
"2019","311","5","5","0"
"2019","311","5","6","2"
"2019","311","5","7","0"
"2019","311","5","8","9"
"2019","311","5","9","13"
"2019","311","5","10","5"
"2019","311","5","11","3"
"2019","311","5","12","0"
"2019","311","5","13","0"
"2019","311","5","88","32"
"2019","311","6","0","1"
"2019","311","6","1","0"
"2019","311","6","2","0"
"2019","311","6","3","0"
"2019","311","6","4","0"
"2019","311","6","5","0"
"2019","311","6","6","0"
"2019","311","6","7","1"
"2019","311","6","8","3"
"2019","311","6","9","5"
"2019","311","6","10","2"
"2019","311","6","11","5"
"2019","311","6","12","0"
"2019","311","6","13","0"
"2019","311","6","88","17"
"2019","311","7","0","0"
"2019","311","7","1","0"
"2019","311","7","2","0"
"2019","311","7","3","0"
"2019","311","7","4","0"
"2019","311","7","5","0"
"2019","311","7","6","0"
"2019","311","7","7","0"
"2019","311","7","8","0"
"2019","311","7","9","1"
"2019","311","7","10","1"
"2019","311","7","11","4"
"2019","311","7","12","0"
"2019","311","7","13","0"
"2019","311","7","88","6"
"2019","311","8","0","1"
"2019","311","8","1","0"
"2019","311","8","2","0"
"2019","311","8","3","0"
"2019","311","8","4","0"
"2019","311","8","5","0"
"2019","311","8","6","0"
"2019","311","8","7","0"
"2019","311","8","8","0"
"2019","311","8","9","0"
"2019","311","8","10","0"
"2019","311","8","11","1"
"2019","311","8","12","0"
"2019","311","8","13","0"
"2019","311","8","88","2"
"2019","311","9","0","0"
"2019","311","9","1","0"
"2019","311","9","2","0"
"2019","311","9","3","0"
"2019","311","9","4","0"
"2019","311","9","5","0"
"2019","311","9","6","0"
"2019","311","9","7","0"
"2019","311","9","8","0"
"2019","311","9","9","0"
"2019","311","9","10","1"
"2019","311","9","11","1"
"2019","311","9","12","0"
"2019","311","9","13","0"
"2019","311","9","88","2"
"2019","311","10","0","0"
"2019","311","10","1","0"
"2019","311","10","2","0"
"2019","311","10","3","0"
"2019","311","10","4","0"
"2019","311","10","5","0"
"2019","311","10","6","0"
"2019","311","10","7","0"
"2019","311","10","8","0"
"2019","311","10","9","0"
"2019","311","10","10","0"
"2019","311","10","11","0"
"2019","311","10","12","0"
"2019","311","10","13","1"
"2019","311","10","88","1"
"2019","311","11","0","0"
"2019","311","11","1","0"
"2019","311","11","2","0"
"2019","311","11","3","0"
"2019","311","11","4","0"
"2019","311","11","5","0"
"2019","311","11","6","0"
"2019","311","11","7","0"
"2019","311","11","8","0"
"2019","311","11","9","0"
"2019","311","11","10","0"
"2019","311","11","11","0"
"2019","311","11","12","0"
"2019","311","11","13","0"
"2019","311","11","88","0"
"2019","311","12","0","5"
"2019","311","12","1","0"
"2019","311","12","2","0"
"2019","311","12","3","0"
"2019","311","12","4","0"
"2019","311","12","5","0"
"2019","311","12","6","0"
"2019","311","12","7","0"
"2019","311","12","8","0"
"2019","311","12","9","0"
"2019","311","12","10","0"
"2019","311","12","11","0"
"2019","311","12","12","0"
"2019","311","12","13","0"
"2019","311","12","88","5"
"2019","311","88","0","27"
"2019","311","88","1","74"
"2019","311","88","2","245"
"2019","311","88","3","2572"
"2019","311","88","4","355"
"2019","311","88","5","245"
"2019","311","88","6","119"
"2019","311","88","7","99"
"2019","311","88","8","46"
"2019","311","88","9","44"
"2019","311","88","10","11"
"2019","311","88","11","14"
"2019","311","88","12","0"
"2019","311","88","13","1"
"2019","311","88","88","3852"
"2019","312","1","0","3"
"2019","312","1","1","0"
"2019","312","1","2","0"
"2019","312","1","3","3"
"2019","312","1","4","20"
"2019","312","1","5","69"
"2019","312","1","6","35"
"2019","312","1","7","0"
"2019","312","1","8","0"
"2019","312","1","9","0"
"2019","312","1","10","0"
"2019","312","1","11","0"
"2019","312","1","12","0"
"2019","312","1","13","0"
"2019","312","1","88","130"
"2019","312","2","0","4"
"2019","312","2","1","0"
"2019","312","2","2","0"
"2019","312","2","3","0"
"2019","312","2","4","0"
"2019","312","2","5","102"
"2019","312","2","6","15"
"2019","312","2","7","39"
"2019","312","2","8","3"
"2019","312","2","9","0"
"2019","312","2","10","0"
"2019","312","2","11","0"
"2019","312","2","12","0"
"2019","312","2","13","0"
"2019","312","2","88","163"
"2019","312","3","0","0"
"2019","312","3","1","0"
"2019","312","3","2","0"
"2019","312","3","3","0"
"2019","312","3","4","0"
"2019","312","3","5","2"
"2019","312","3","6","14"
"2019","312","3","7","7"
"2019","312","3","8","3"
"2019","312","3","9","0"
"2019","312","3","10","0"
"2019","312","3","11","0"
"2019","312","3","12","0"
"2019","312","3","13","0"
"2019","312","3","88","26"
"2019","312","4","0","0"
"2019","312","4","1","0"
"2019","312","4","2","0"
"2019","312","4","3","0"
"2019","312","4","4","0"
"2019","312","4","5","0"
"2019","312","4","6","0"
"2019","312","4","7","9"
"2019","312","4","8","34"
"2019","312","4","9","184"
"2019","312","4","10","0"
"2019","312","4","11","0"
"2019","312","4","12","0"
"2019","312","4","13","0"
"2019","312","4","88","227"
"2019","312","5","0","0"
"2019","312","5","1","0"
"2019","312","5","2","0"
"2019","312","5","3","0"
"2019","312","5","4","0"
"2019","312","5","5","0"
"2019","312","5","6","0"
"2019","312","5","7","0"
"2019","312","5","8","1"
"2019","312","5","9","5"
"2019","312","5","10","9"
"2019","312","5","11","0"
"2019","312","5","12","0"
"2019","312","5","13","0"
"2019","312","5","88","15"
"2019","312","6","0","0"
"2019","312","6","1","0"
"2019","312","6","2","0"
"2019","312","6","3","0"
"2019","312","6","4","0"
"2019","312","6","5","0"
"2019","312","6","6","0"
"2019","312","6","7","0"
"2019","312","6","8","0"
"2019","312","6","9","0"
"2019","312","6","10","0"
"2019","312","6","11","0"
"2019","312","6","12","0"
"2019","312","6","13","0"
"2019","312","6","88","0"
"2019","312","7","0","0"
"2019","312","7","1","0"
"2019","312","7","2","0"
"2019","312","7","3","0"
"2019","312","7","4","0"
"2019","312","7","5","0"
"2019","312","7","6","0"
"2019","312","7","7","0"
"2019","312","7","8","0"
"2019","312","7","9","0"
"2019","312","7","10","0"
"2019","312","7","11","1"
"2019","312","7","12","0"
"2019","312","7","13","0"
"2019","312","7","88","1"
"2019","312","8","0","0"
"2019","312","8","1","0"
"2019","312","8","2","0"
"2019","312","8","3","0"
"2019","312","8","4","0"
"2019","312","8","5","0"
"2019","312","8","6","0"
"2019","312","8","7","0"
"2019","312","8","8","0"
"2019","312","8","9","0"
"2019","312","8","10","0"
"2019","312","8","11","0"
"2019","312","8","12","1"
"2019","312","8","13","0"
"2019","312","8","88","1"
"2019","312","9","0","0"
"2019","312","9","1","0"
"2019","312","9","2","0"
"2019","312","9","3","0"
"2019","312","9","4","0"
"2019","312","9","5","0"
"2019","312","9","6","0"
"2019","312","9","7","0"
"2019","312","9","8","0"
"2019","312","9","9","0"
"2019","312","9","10","0"
"2019","312","9","11","0"
"2019","312","9","12","0"
"2019","312","9","13","0"
"2019","312","9","88","0"
"2019","312","10","0","0"
"2019","312","10","1","0"
"2019","312","10","2","0"
"2019","312","10","3","0"
"2019","312","10","4","0"
"2019","312","10","5","0"
"2019","312","10","6","0"
"2019","312","10","7","0"
"2019","312","10","8","0"
"2019","312","10","9","0"
"2019","312","10","10","0"
"2019","312","10","11","0"
"2019","312","10","12","0"
"2019","312","10","13","0"
"2019","312","10","88","0"
"2019","312","11","0","0"
"2019","312","11","1","0"
"2019","312","11","2","0"
"2019","312","11","3","0"
"2019","312","11","4","0"
"2019","312","11","5","0"
"2019","312","11","6","0"
"2019","312","11","7","0"
"2019","312","11","8","0"
"2019","312","11","9","0"
"2019","312","11","10","0"
"2019","312","11","11","0"
"2019","312","11","12","0"
"2019","312","11","13","0"
"2019","312","11","88","0"
"2019","312","12","0","0"
"2019","312","12","1","0"
"2019","312","12","2","0"
"2019","312","12","3","0"
"2019","312","12","4","0"
"2019","312","12","5","0"
"2019","312","12","6","0"
"2019","312","12","7","0"
"2019","312","12","8","0"
"2019","312","12","9","0"
"2019","312","12","10","0"
"2019","312","12","11","0"
"2019","312","12","12","0"
"2019","312","12","13","0"
"2019","312","12","88","0"
"2019","312","88","0","7"
"2019","312","88","1","0"
"2019","312","88","2","0"
"2019","312","88","3","3"
"2019","312","88","4","20"
"2019","312","88","5","173"
"2019","312","88","6","64"
"2019","312","88","7","55"
"2019","312","88","8","41"
"2019","312","88","9","189"
"2019","312","88","10","9"
"2019","312","88","11","1"
"2019","312","88","12","1"
"2019","312","88","13","0"
"2019","312","88","88","563"
"2019","313","1","0","0"
"2019","313","1","1","1"
"2019","313","1","2","15"
"2019","313","1","3","12"
"2019","313","1","4","16"
"2019","313","1","5","3"
"2019","313","1","6","9"
"2019","313","1","7","0"
"2019","313","1","8","0"
"2019","313","1","9","0"
"2019","313","1","10","0"
"2019","313","1","11","0"
"2019","313","1","12","0"
"2019","313","1","13","0"
"2019","313","1","88","56"
"2019","313","2","0","0"
"2019","313","2","1","0"
"2019","313","2","2","0"
"2019","313","2","3","3"
"2019","313","2","4","3"
"2019","313","2","5","16"
"2019","313","2","6","2"
"2019","313","2","7","15"
"2019","313","2","8","0"
"2019","313","2","9","0"
"2019","313","2","10","0"
"2019","313","2","11","0"
"2019","313","2","12","0"
"2019","313","2","13","0"
"2019","313","2","88","39"
"2019","313","3","0","0"
"2019","313","3","1","0"
"2019","313","3","2","0"
"2019","313","3","3","0"
"2019","313","3","4","1"
"2019","313","3","5","20"
"2019","313","3","6","1"
"2019","313","3","7","3"
"2019","313","3","8","2"
"2019","313","3","9","0"
"2019","313","3","10","0"
"2019","313","3","11","0"
"2019","313","3","12","0"
"2019","313","3","13","0"
"2019","313","3","88","27"
"2019","313","4","0","0"
"2019","313","4","1","0"
"2019","313","4","2","0"
"2019","313","4","3","0"
"2019","313","4","4","0"
"2019","313","4","5","1"
"2019","313","4","6","2"
"2019","313","4","7","1"
"2019","313","4","8","1"
"2019","313","4","9","0"
"2019","313","4","10","0"
"2019","313","4","11","0"
"2019","313","4","12","0"
"2019","313","4","13","0"
"2019","313","4","88","5"
"2019","313","5","0","0"
"2019","313","5","1","0"
"2019","313","5","2","0"
"2019","313","5","3","0"
"2019","313","5","4","0"
"2019","313","5","5","0"
"2019","313","5","6","0"
"2019","313","5","7","2"
"2019","313","5","8","0"
"2019","313","5","9","2"
"2019","313","5","10","0"
"2019","313","5","11","0"
"2019","313","5","12","0"
"2019","313","5","13","0"
"2019","313","5","88","4"
"2019","313","6","0","0"
"2019","313","6","1","0"
"2019","313","6","2","0"
"2019","313","6","3","0"
"2019","313","6","4","0"
"2019","313","6","5","0"
"2019","313","6","6","0"
"2019","313","6","7","0"
"2019","313","6","8","0"
"2019","313","6","9","0"
"2019","313","6","10","0"
"2019","313","6","11","0"
"2019","313","6","12","0"
"2019","313","6","13","0"
"2019","313","6","88","0"
"2019","313","7","0","0"
"2019","313","7","1","0"
"2019","313","7","2","0"
"2019","313","7","3","0"
"2019","313","7","4","0"
"2019","313","7","5","0"
"2019","313","7","6","0"
"2019","313","7","7","0"
"2019","313","7","8","0"
"2019","313","7","9","0"
"2019","313","7","10","0"
"2019","313","7","11","0"
"2019","313","7","12","0"
"2019","313","7","13","0"
"2019","313","7","88","0"
"2019","313","8","0","0"
"2019","313","8","1","0"
"2019","313","8","2","0"
"2019","313","8","3","0"
"2019","313","8","4","0"
"2019","313","8","5","0"
"2019","313","8","6","0"
"2019","313","8","7","0"
"2019","313","8","8","0"
"2019","313","8","9","0"
"2019","313","8","10","0"
"2019","313","8","11","0"
"2019","313","8","12","0"
"2019","313","8","13","0"
"2019","313","8","88","0"
"2019","313","9","0","0"
"2019","313","9","1","0"
"2019","313","9","2","0"
"2019","313","9","3","0"
"2019","313","9","4","0"
"2019","313","9","5","0"
"2019","313","9","6","0"
"2019","313","9","7","0"
"2019","313","9","8","0"
"2019","313","9","9","0"
"2019","313","9","10","0"
"2019","313","9","11","0"
"2019","313","9","12","0"
"2019","313","9","13","0"
"2019","313","9","88","0"
"2019","313","10","0","0"
"2019","313","10","1","0"
"2019","313","10","2","0"
"2019","313","10","3","0"
"2019","313","10","4","0"
"2019","313","10","5","0"
"2019","313","10","6","0"
"2019","313","10","7","0"
"2019","313","10","8","0"
"2019","313","10","9","0"
"2019","313","10","10","0"
"2019","313","10","11","0"
"2019","313","10","12","0"
"2019","313","10","13","0"
"2019","313","10","88","0"
"2019","313","11","0","0"
"2019","313","11","1","0"
"2019","313","11","2","0"
"2019","313","11","3","0"
"2019","313","11","4","0"
"2019","313","11","5","0"
"2019","313","11","6","0"
"2019","313","11","7","0"
"2019","313","11","8","0"
"2019","313","11","9","0"
"2019","313","11","10","0"
"2019","313","11","11","0"
"2019","313","11","12","0"
"2019","313","11","13","0"
"2019","313","11","88","0"
"2019","313","12","0","0"
"2019","313","12","1","0"
"2019","313","12","2","0"
"2019","313","12","3","0"
"2019","313","12","4","0"
"2019","313","12","5","0"
"2019","313","12","6","0"
"2019","313","12","7","0"
"2019","313","12","8","0"
"2019","313","12","9","0"
"2019","313","12","10","0"
"2019","313","12","11","0"
"2019","313","12","12","0"
"2019","313","12","13","0"
"2019","313","12","88","0"
"2019","313","88","0","0"
"2019","313","88","1","1"
"2019","313","88","2","15"
"2019","313","88","3","15"
"2019","313","88","4","20"
"2019","313","88","5","40"
"2019","313","88","6","14"
"2019","313","88","7","21"
"2019","313","88","8","3"
"2019","313","88","9","2"
"2019","313","88","10","0"
"2019","313","88","11","0"
"2019","313","88","12","0"
"2019","313","88","13","0"
"2019","313","88","88","131"
"2019","314","1","0","1"
"2019","314","1","1","11"
"2019","314","1","2","32"
"2019","314","1","3","194"
"2019","314","1","4","327"
"2019","314","1","5","0"
"2019","314","1","6","0"
"2019","314","1","7","0"
"2019","314","1","8","0"
"2019","314","1","9","0"
"2019","314","1","10","0"
"2019","314","1","11","0"
"2019","314","1","12","0"
"2019","314","1","13","0"
"2019","314","1","88","565"
"2019","314","2","0","0"
"2019","314","2","1","0"
"2019","314","2","2","0"
"2019","314","2","3","6"
"2019","314","2","4","47"
"2019","314","2","5","22"
"2019","314","2","6","0"
"2019","314","2","7","0"
"2019","314","2","8","0"
"2019","314","2","9","0"
"2019","314","2","10","0"
"2019","314","2","11","0"
"2019","314","2","12","0"
"2019","314","2","13","0"
"2019","314","2","88","75"
"2019","314","3","0","0"
"2019","314","3","1","0"
"2019","314","3","2","0"
"2019","314","3","3","0"
"2019","314","3","4","1"
"2019","314","3","5","17"
"2019","314","3","6","11"
"2019","314","3","7","0"
"2019","314","3","8","0"
"2019","314","3","9","0"
"2019","314","3","10","0"
"2019","314","3","11","0"
"2019","314","3","12","0"
"2019","314","3","13","0"
"2019","314","3","88","29"
"2019","314","4","0","0"
"2019","314","4","1","0"
"2019","314","4","2","0"
"2019","314","4","3","0"
"2019","314","4","4","0"
"2019","314","4","5","4"
"2019","314","4","6","102"
"2019","314","4","7","2"
"2019","314","4","8","0"
"2019","314","4","9","0"
"2019","314","4","10","0"
"2019","314","4","11","0"
"2019","314","4","12","0"
"2019","314","4","13","0"
"2019","314","4","88","108"
"2019","314","5","0","0"
"2019","314","5","1","0"
"2019","314","5","2","0"
"2019","314","5","3","0"
"2019","314","5","4","0"
"2019","314","5","5","0"
"2019","314","5","6","1"
"2019","314","5","7","2"
"2019","314","5","8","2"
"2019","314","5","9","0"
"2019","314","5","10","0"
"2019","314","5","11","0"
"2019","314","5","12","0"
"2019","314","5","13","0"
"2019","314","5","88","5"
"2019","314","6","0","0"
"2019","314","6","1","0"
"2019","314","6","2","0"
"2019","314","6","3","0"
"2019","314","6","4","0"
"2019","314","6","5","0"
"2019","314","6","6","0"
"2019","314","6","7","0"
"2019","314","6","8","1"
"2019","314","6","9","2"
"2019","314","6","10","0"
"2019","314","6","11","0"
"2019","314","6","12","0"
"2019","314","6","13","0"
"2019","314","6","88","3"
"2019","314","7","0","0"
"2019","314","7","1","0"
"2019","314","7","2","0"
"2019","314","7","3","0"
"2019","314","7","4","0"
"2019","314","7","5","0"
"2019","314","7","6","0"
"2019","314","7","7","0"
"2019","314","7","8","0"
"2019","314","7","9","0"
"2019","314","7","10","0"
"2019","314","7","11","0"
"2019","314","7","12","0"
"2019","314","7","13","0"
"2019","314","7","88","0"
"2019","314","8","0","0"
"2019","314","8","1","0"
"2019","314","8","2","0"
"2019","314","8","3","0"
"2019","314","8","4","0"
"2019","314","8","5","0"
"2019","314","8","6","0"
"2019","314","8","7","0"
"2019","314","8","8","0"
"2019","314","8","9","0"
"2019","314","8","10","0"
"2019","314","8","11","0"
"2019","314","8","12","0"
"2019","314","8","13","0"
"2019","314","8","88","0"
"2019","314","9","0","0"
"2019","314","9","1","0"
"2019","314","9","2","0"
"2019","314","9","3","0"
"2019","314","9","4","0"
"2019","314","9","5","0"
"2019","314","9","6","0"
"2019","314","9","7","0"
"2019","314","9","8","0"
"2019","314","9","9","0"
"2019","314","9","10","0"
"2019","314","9","11","0"
"2019","314","9","12","0"
"2019","314","9","13","0"
"2019","314","9","88","0"
"2019","314","10","0","0"
"2019","314","10","1","0"
"2019","314","10","2","0"
"2019","314","10","3","0"
"2019","314","10","4","0"
"2019","314","10","5","0"
"2019","314","10","6","0"
"2019","314","10","7","0"
"2019","314","10","8","0"
"2019","314","10","9","0"
"2019","314","10","10","0"
"2019","314","10","11","0"
"2019","314","10","12","0"
"2019","314","10","13","0"
"2019","314","10","88","0"
"2019","314","11","0","0"
"2019","314","11","1","0"
"2019","314","11","2","0"
"2019","314","11","3","0"
"2019","314","11","4","0"
"2019","314","11","5","0"
"2019","314","11","6","0"
"2019","314","11","7","0"
"2019","314","11","8","0"
"2019","314","11","9","0"
"2019","314","11","10","0"
"2019","314","11","11","0"
"2019","314","11","12","0"
"2019","314","11","13","0"
"2019","314","11","88","0"
"2019","314","12","0","1"
"2019","314","12","1","0"
"2019","314","12","2","0"
"2019","314","12","3","0"
"2019","314","12","4","0"
"2019","314","12","5","0"
"2019","314","12","6","0"
"2019","314","12","7","0"
"2019","314","12","8","0"
"2019","314","12","9","0"
"2019","314","12","10","0"
"2019","314","12","11","0"
"2019","314","12","12","0"
"2019","314","12","13","0"
"2019","314","12","88","1"
"2019","314","88","0","2"
"2019","314","88","1","11"
"2019","314","88","2","32"
"2019","314","88","3","200"
"2019","314","88","4","375"
"2019","314","88","5","43"
"2019","314","88","6","114"
"2019","314","88","7","4"
"2019","314","88","8","3"
"2019","314","88","9","2"
"2019","314","88","10","0"
"2019","314","88","11","0"
"2019","314","88","12","0"
"2019","314","88","13","0"
"2019","314","88","88","786"
"2019","315","1","0","0"
"2019","315","1","1","21"
"2019","315","1","2","23"
"2019","315","1","3","21"
"2019","315","1","4","1"
"2019","315","1","5","0"
"2019","315","1","6","0"
"2019","315","1","7","0"
"2019","315","1","8","0"
"2019","315","1","9","0"
"2019","315","1","10","0"
"2019","315","1","11","0"
"2019","315","1","12","0"
"2019","315","1","13","0"
"2019","315","1","88","66"
"2019","315","2","0","0"
"2019","315","2","1","0"
"2019","315","2","2","0"
"2019","315","2","3","7"
"2019","315","2","4","10"
"2019","315","2","5","13"
"2019","315","2","6","0"
"2019","315","2","7","0"
"2019","315","2","8","0"
"2019","315","2","9","0"
"2019","315","2","10","0"
"2019","315","2","11","0"
"2019","315","2","12","0"
"2019","315","2","13","0"
"2019","315","2","88","30"
"2019","315","3","0","1"
"2019","315","3","1","0"
"2019","315","3","2","0"
"2019","315","3","3","0"
"2019","315","3","4","8"
"2019","315","3","5","7"
"2019","315","3","6","5"
"2019","315","3","7","0"
"2019","315","3","8","0"
"2019","315","3","9","0"
"2019","315","3","10","0"
"2019","315","3","11","0"
"2019","315","3","12","0"
"2019","315","3","13","0"
"2019","315","3","88","21"
"2019","315","4","0","0"
"2019","315","4","1","0"
"2019","315","4","2","0"
"2019","315","4","3","0"
"2019","315","4","4","0"
"2019","315","4","5","4"
"2019","315","4","6","3"
"2019","315","4","7","0"
"2019","315","4","8","0"
"2019","315","4","9","0"
"2019","315","4","10","0"
"2019","315","4","11","0"
"2019","315","4","12","0"
"2019","315","4","13","0"
"2019","315","4","88","7"
"2019","315","5","0","0"
"2019","315","5","1","0"
"2019","315","5","2","0"
"2019","315","5","3","0"
"2019","315","5","4","0"
"2019","315","5","5","0"
"2019","315","5","6","4"
"2019","315","5","7","1"
"2019","315","5","8","0"
"2019","315","5","9","0"
"2019","315","5","10","0"
"2019","315","5","11","0"
"2019","315","5","12","0"
"2019","315","5","13","0"
"2019","315","5","88","5"
"2019","315","6","0","0"
"2019","315","6","1","0"
"2019","315","6","2","0"
"2019","315","6","3","0"
"2019","315","6","4","0"
"2019","315","6","5","0"
"2019","315","6","6","0"
"2019","315","6","7","1"
"2019","315","6","8","0"
"2019","315","6","9","0"
"2019","315","6","10","0"
"2019","315","6","11","0"
"2019","315","6","12","0"
"2019","315","6","13","0"
"2019","315","6","88","1"
"2019","315","7","0","0"
"2019","315","7","1","0"
"2019","315","7","2","0"
"2019","315","7","3","0"
"2019","315","7","4","0"
"2019","315","7","5","0"
"2019","315","7","6","0"
"2019","315","7","7","0"
"2019","315","7","8","0"
"2019","315","7","9","0"
"2019","315","7","10","0"
"2019","315","7","11","0"
"2019","315","7","12","0"
"2019","315","7","13","0"
"2019","315","7","88","0"
"2019","315","8","0","0"
"2019","315","8","1","0"
"2019","315","8","2","0"
"2019","315","8","3","0"
"2019","315","8","4","0"
"2019","315","8","5","0"
"2019","315","8","6","0"
"2019","315","8","7","0"
"2019","315","8","8","0"
"2019","315","8","9","0"
"2019","315","8","10","0"
"2019","315","8","11","0"
"2019","315","8","12","0"
"2019","315","8","13","0"
"2019","315","8","88","0"
"2019","315","9","0","0"
"2019","315","9","1","0"
"2019","315","9","2","0"
"2019","315","9","3","0"
"2019","315","9","4","0"
"2019","315","9","5","0"
"2019","315","9","6","0"
"2019","315","9","7","0"
"2019","315","9","8","0"
"2019","315","9","9","0"
"2019","315","9","10","0"
"2019","315","9","11","0"
"2019","315","9","12","0"
"2019","315","9","13","0"
"2019","315","9","88","0"
"2019","315","10","0","0"
"2019","315","10","1","0"
"2019","315","10","2","0"
"2019","315","10","3","0"
"2019","315","10","4","0"
"2019","315","10","5","0"
"2019","315","10","6","0"
"2019","315","10","7","0"
"2019","315","10","8","0"
"2019","315","10","9","0"
"2019","315","10","10","0"
"2019","315","10","11","0"
"2019","315","10","12","0"
"2019","315","10","13","0"
"2019","315","10","88","0"
"2019","315","11","0","0"
"2019","315","11","1","0"
"2019","315","11","2","0"
"2019","315","11","3","0"
"2019","315","11","4","0"
"2019","315","11","5","0"
"2019","315","11","6","0"
"2019","315","11","7","0"
"2019","315","11","8","0"
"2019","315","11","9","0"
"2019","315","11","10","0"
"2019","315","11","11","0"
"2019","315","11","12","0"
"2019","315","11","13","0"
"2019","315","11","88","0"
"2019","315","12","0","0"
"2019","315","12","1","0"
"2019","315","12","2","0"
"2019","315","12","3","0"
"2019","315","12","4","0"
"2019","315","12","5","0"
"2019","315","12","6","0"
