"yr","naics_code","naics_code_descr","revenue_category","employee_size","number_of_biz"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500M-$1B","50-99","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Over $1B","50-99","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Total","50-99","69"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","NA","100-249","2"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Less than $100K","100-249","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100K-$200K","100-249","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$200K-$500K","100-249","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500K-$1M","100-249","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$1M-$2.5M","100-249","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$2.5M-$5M","100-249","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$5M-$10M","100-249","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$10M-$20M","100-249","14"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$20M-$50M","100-249","30"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$50M-$100M","100-249","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100M-$500M","100-249","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500M-$1B","100-249","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Over $1B","100-249","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Total","100-249","46"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","NA","250-499","4"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Less than $100K","250-499","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100K-$200K","250-499","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$200K-$500K","250-499","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500K-$1M","250-499","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$1M-$2.5M","250-499","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$2.5M-$5M","250-499","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$5M-$10M","250-499","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$10M-$20M","250-499","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$20M-$50M","250-499","2"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$50M-$100M","250-499","3"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100M-$500M","250-499","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500M-$1B","250-499","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Over $1B","250-499","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Total","250-499","9"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","NA","500-999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Less than $100K","500-999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100K-$200K","500-999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$200K-$500K","500-999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500K-$1M","500-999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$1M-$2.5M","500-999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$2.5M-$5M","500-999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$5M-$10M","500-999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$10M-$20M","500-999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$20M-$50M","500-999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$50M-$100M","500-999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100M-$500M","500-999","2"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500M-$1B","500-999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Over $1B","500-999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Total","500-999","2"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","NA","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Less than $100K","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100K-$200K","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$200K-$500K","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500K-$1M","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$1M-$2.5M","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$2.5M-$5M","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$5M-$10M","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$10M-$20M","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$20M-$50M","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$50M-$100M","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100M-$500M","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500M-$1B","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Over $1B","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Total","1,000-4,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","NA","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Less than $100K","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100K-$200K","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$200K-$500K","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500K-$1M","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$1M-$2.5M","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$2.5M-$5M","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$5M-$10M","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$10M-$20M","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$20M-$50M","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$50M-$100M","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100M-$500M","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500M-$1B","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Over $1B","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Total","5,000-9,999","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","NA","Over 10,000","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Less than $100K","Over 10,000","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100K-$200K","Over 10,000","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$200K-$500K","Over 10,000","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500K-$1M","Over 10,000","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$1M-$2.5M","Over 10,000","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$2.5M-$5M","Over 10,000","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$5M-$10M","Over 10,000","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$10M-$20M","Over 10,000","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$20M-$50M","Over 10,000","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$50M-$100M","Over 10,000","0"
